{'algo': 'ppo',
 'device': 'cuda',
 'episode_length': 500,
 'game_name': 'olympics-running',
 'load_episode': 900,
 'load_model': False,
 'load_run': 2,
 'map': 2,
 'max_episodes': 1500,
 'render': False,
 'save_interval': 100,
 'seed': 1,
 'shuffle_map': False}
Total agent number: 2
Agent control by the actor: 1
Game board width: 700
Game board height: 700
action dimension: [[Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)], [Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)]]
observation dimension: 625
store in /dssg/home/acct-stu/stu486/OlympicsProject/rl_trainer/models/olympics-running/ppo/run2
Episode:  1 controlled agent:  1 ; Episode Return:  -483.0 ; win rate(coFntrolled & opponent):  0.00 1.00 ; Trained episode: 0
Episode:  199 controlled agent:  1 ; Episode Return:  -257.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 11
Episode:  200 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 12
Episode:  201 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 12
Episode:  202 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 12
Episode:  203 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  204 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  205 controlled agent:  1 ; Episode Return:  -257.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  206 controlled agent:  1 ; Episode Return:  -498.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 12
Episode:  207 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  208 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  209 controlled agent:  1 ; Episode Return:  -421.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  210 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  211 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 12
Episode:  212 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 12
Episode:  213 controlled agent:  1 ; Episode Return:  -202.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  214 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 12
Episode:  215 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 12
Episode:  216 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 12
Episode:  217 controlled agent:  1 ; Episode Return:  -256.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 12
Episode:  218 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 12
Episode:  219 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.28 ; Trained episode: 12
Episode:  220 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 12
Episode:  221 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 12
Episode:  222 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 12
Episode:  223 controlled agent:  1 ; Episode Return:  -334.0 ; win rate(coFntrolled & opponent):  0.03 0.28 ; Trained episode: 12
Episode:  224 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.28 ; Trained episode: 12
Episode:  225 controlled agent:  1 ; Episode Return:  -280.0 ; win rate(coFntrolled & opponent):  0.03 0.29 ; Trained episode: 12
Episode:  226 controlled agent:  1 ; Episode Return:  -349.0 ; win rate(coFntrolled & opponent):  0.03 0.29 ; Trained episode: 12
Episode:  227 controlled agent:  1 ; Episode Return:  -355.0 ; win rate(coFntrolled & opponent):  0.03 0.29 ; Trained episode: 12
Episode:  228 controlled agent:  1 ; Episode Return:  -251.0 ; win rate(coFntrolled & opponent):  0.03 0.29 ; Trained episode: 12
Episode:  229 controlled agent:  1 ; Episode Return:  -335.0 ; win rate(coFntrolled & opponent):  0.03 0.30 ; Trained episode: 12
Episode:  230 controlled agent:  1 ; Episode Return:  -298.0 ; win rate(coFntrolled & opponent):  0.03 0.30 ; Trained episode: 12
Episode:  231 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.30 ; Trained episode: 12
Episode:  232 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.30 ; Trained episode: 12
Episode:  233 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.30 ; Trained episode: 12
Episode:  234 controlled agent:  1 ; Episode Return:  -268.0 ; win rate(coFntrolled & opponent):  0.03 0.31 ; Trained episode: 12
Episode:  235 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.30 ; Trained episode: 12
Episode:  236 controlled agent:  1 ; Episode Return:  -353.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 12
Episode:  237 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 13
Episode:  238 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 13
Episode:  239 controlled agent:  1 ; Episode Return:  -210.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 13
Episode:  240 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 13
Episode:  241 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 13
Episode:  242 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.29 ; Trained episode: 13
Episode:  243 controlled agent:  1 ; Episode Return:  -310.0 ; win rate(coFntrolled & opponent):  0.05 0.29 ; Trained episode: 13
Episode:  244 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.28 ; Trained episode: 14
Episode:  245 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.28 ; Trained episode: 14
Episode:  246 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.28 ; Trained episode: 14
Episode:  247 controlled agent:  1 ; Episode Return:  -473.0 ; win rate(coFntrolled & opponent):  0.05 0.29 ; Trained episode: 14
Episode:  248 controlled agent:  1 ; Episode Return:  -266.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 14
Episode:  249 controlled agent:  1 ; Episode Return:  -259.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 14
Episode:  250 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 14
Episode:  251 controlled agent:  1 ; Episode Return:  -394.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 14
Episode:  252 controlled agent:  1 ; Episode Return:  -335.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 14
Episode:  253 controlled agent:  1 ; Episode Return:  -308.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 14
Episode:  254 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 14
Episode:  255 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 14
Episode:  256 controlled agent:  1 ; Episode Return:  -343.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 14
Episode:  257 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 14
Episode:  258 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 14
Episode:  259 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 14
Episode:  260 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 14
Episode:  261 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 14
Episode:  262 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 14
Episode:  263 controlled agent:  1 ; Episode Return:  -360.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 14
Episode:  264 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 14
Episode:  265 controlled agent:  1 ; Episode Return:  -429.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 14
Episode:  266 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 14
Episode:  267 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 14
Episode:  268 controlled agent:  1 ; Episode Return:  -289.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 14
Episode:  269 controlled agent:  1 ; Episode Return:  -183.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 15
Episode:  270 controlled agent:  1 ; Episode Return:  -383.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 15
Episode:  271 controlled agent:  1 ; Episode Return:  -195.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 15
Episode:  272 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 15
Episode:  273 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 15
Episode:  274 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 15
Episode:  275 controlled agent:  1 ; Episode Return:  -426.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 15
Episode:  276 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 15
Episode:  277 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  278 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  279 controlled agent:  1 ; Episode Return:  -227.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 15
Episode:  280 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 15
Episode:  281 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  282 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 15
Episode:  283 controlled agent:  1 ; Episode Return:  -481.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  284 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  285 controlled agent:  1 ; Episode Return:  -420.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 15
Episode:  286 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 15
Episode:  287 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  288 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  289 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  290 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  291 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 15
Episode:  292 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 15
Episode:  293 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 15
Episode:  294 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 15
Episode:  295 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 15
Episode:  296 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.30 ; Trained episode: 15
Episode:  297 controlled agent:  1 ; Episode Return:  -248.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  298 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 15
Episode:  299 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.31 ; Trained episode: 15
Episode:  300 controlled agent:  1 ; Episode Return:  -434.0 ; win rate(coFntrolled & opponent):  0.03 0.32 ; Trained episode: 15
Episode:  301 controlled agent:  1 ; Episode Return:  -160.0 ; win rate(coFntrolled & opponent):  0.03 0.33 ; Trained episode: 15
Episode:  302 controlled agent:  1 ; Episode Return:  -413.0 ; win rate(coFntrolled & opponent):  0.03 0.34 ; Trained episode: 15
Episode:  303 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.34 ; Trained episode: 15
Episode:  304 controlled agent:  1 ; Episode Return:  -295.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 15
Episode:  305 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 16
Episode:  306 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 16
Episode:  307 controlled agent:  1 ; Episode Return:  -464.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 16
Episode:  308 controlled agent:  1 ; Episode Return:  -251.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 16
Episode:  309 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 16
Episode:  310 controlled agent:  1 ; Episode Return:  -212.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 16
Episode:  311 controlled agent:  1 ; Episode Return:  -217.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 16
Episode:  312 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 16
Episode:  313 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 16
Episode:  314 controlled agent:  1 ; Episode Return:  -304.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 16
Episode:  315 controlled agent:  1 ; Episode Return:  -205.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 16
Episode:  316 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 16
Episode:  317 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 16
Episode:  318 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 16
Episode:  319 controlled agent:  1 ; Episode Return:  -402.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 16
Episode:  320 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 16
Episode:  321 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 16
Episode:  322 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.36 ; Trained episode: 16
Episode:  323 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 16
Episode:  324 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 16
Episode:  325 controlled agent:  1 ; Episode Return:  -449.0 ; win rate(coFntrolled & opponent):  0.04 0.35 ; Trained episode: 16
Episode:  326 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.34 ; Trained episode: 16
Episode:  327 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 16
Episode:  328 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 16
Episode:  329 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 16
Episode:  330 controlled agent:  1 ; Episode Return:  -390.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 16
Episode:  331 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 16
Episode:  332 controlled agent:  1 ; Episode Return:  -266.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 16
Episode:  333 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 16
Episode:  334 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 16
Episode:  335 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 16
Episode:  336 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.31 ; Trained episode: 16
Episode:  337 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.31 ; Trained episode: 16
Episode:  338 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.31 ; Trained episode: 16
Episode:  339 controlled agent:  1 ; Episode Return:  -145.0 ; win rate(coFntrolled & opponent):  0.03 0.31 ; Trained episode: 16
Episode:  340 controlled agent:  1 ; Episode Return:  -329.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 16
Episode:  341 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 17
Episode:  342 controlled agent:  1 ; Episode Return:  -250.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 17
Episode:  343 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.31 ; Trained episode: 18
Episode:  344 controlled agent:  1 ; Episode Return:  -453.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 18
Episode:  345 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 18
Episode:  346 controlled agent:  1 ; Episode Return:  -194.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 18
Episode:  347 controlled agent:  1 ; Episode Return:  -127.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 18
Episode:  348 controlled agent:  1 ; Episode Return:  -428.0 ; win rate(coFntrolled & opponent):  0.04 0.33 ; Trained episode: 18
Episode:  349 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 18
